Hospital_ID,sex, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
13779,Male,1,0.99,0.99,Antithrombotics at discharge,19,19
13779,Female,1,0.97,0.97,Anticoagulation for AF at discharge,70,71
13779,Male,1,0.97,0.97,Anticoagulation for AF at discharge,8,8
13779,Female,1,0.98,0.97,Statins at Discharge,65,65
13779,Male,1,0.99,0.98,Statins at Discharge,15,15
13779,Female,1,0.97,0.98,Smoking Cessation Counseling,1,1
13779,Male,0.86,0.98,0.97,Smoking Cessation Counseling,19,19
13779,Female,0.97,0.94,0.93,Defect Free Care,112,115
13779,Male,0.95,0.94,0.93,Defect Free Care,12,12
13779,Male,0.33,0.66,0.56,Door To Needle Time Within 60 Minutes,116,118
13779,Female,0.31,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),11,18
13779,Male,0.38,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),11,16
13779,Female,0.2,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,52,91
13779,Male,0.43,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,7
13781,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,68,86
13781,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,18,28
13781,Female,1,0.98,0.98,Early Antithrombotics (2 days),16,42
13781,Male,0.98,0.97,0.98,Early Antithrombotics (2 days),10,11
13781,Female,1,0.97,0.98,VTE Prophylaxis,1,1
13781,Male,1,0.97,0.98,VTE Prophylaxis,8,8
13781,Female,1,0.99,0.99,Antithrombotics at discharge,61,63
13781,Male,1,0.99,0.99,Antithrombotics at discharge,1,1
13781,Female,1,0.97,0.97,Anticoagulation for AF at discharge,8,8
13781,Male,1,0.97,0.97,Anticoagulation for AF at discharge,74,75
13781,Female,1,0.98,0.97,Statins at Discharge,7,7
13781,Male,0.98,0.99,0.98,Statins at Discharge,62,62
13781,Female,1,0.97,0.98,Smoking Cessation Counseling,1,1
13781,Male,1,0.98,0.97,Smoking Cessation Counseling,10,10
13781,Female,1,0.94,0.93,Defect Free Care,5,5
13781,Male,0.97,0.94,0.93,Defect Free Care,56,56
13781,Female,0.91,0.68,0.52,Door To Needle Time Within 60 Minutes,1,1
13781,Male,0.69,0.66,0.56,Door To Needle Time Within 60 Minutes,6,6
13781,Female,0.68,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),1,1
13781,Male,0.7,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),8,8
13781,Female,0.48,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,72,76
13781,Male,0.55,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,10
13782,Female,0.97,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,5,6
13782,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,40,68
13782,Female,0.98,0.98,0.98,Early Antithrombotics (2 days),10,30
13782,Male,0.98,0.97,0.98,Early Antithrombotics (2 days),3,4
13782,Female,0.96,0.97,0.98,VTE Prophylaxis,1,1
13782,Male,0.97,0.97,0.98,VTE Prophylaxis,85,86
13782,Female,0.99,0.99,0.99,Antithrombotics at discharge,17,17
13782,Male,0.98,0.99,0.99,Antithrombotics at discharge,7,7
13782,Female,0.92,0.97,0.97,Anticoagulation for AF at discharge,93,94
13782,Male,0.95,0.97,0.97,Anticoagulation for AF at discharge,19,19
13782,Female,0.99,0.98,0.97,Statins at Discharge,8,8
13782,Male,0.99,0.99,0.98,Statins at Discharge,81,81
13782,Female,0.89,0.97,0.98,Smoking Cessation Counseling,15,15
13782,Male,0.96,0.98,0.97,Smoking Cessation Counseling,7,7
13782,Female,0.92,0.94,0.93,Defect Free Care,2,2
13782,Male,0.93,0.94,0.93,Defect Free Care,1,1
13782,Female,0.9,0.68,0.52,Door To Needle Time Within 60 Minutes,1,1
13782,Male,0.89,0.66,0.56,Door To Needle Time Within 60 Minutes,62,62
13782,Female,0.59,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),11,11
13782,Male,0.58,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),6,6
13782,Female,0.61,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,12
13782,Male,0.47,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,4
13811,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
13811,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,90,94
13811,Female,1,0.98,0.98,Early Antithrombotics (2 days),18,19
13811,Male,0.98,0.97,0.98,Early Antithrombotics (2 days),8,8
13811,Female,1,0.97,0.98,VTE Prophylaxis,1,1
13811,Male,0.95,0.97,0.98,VTE Prophylaxis,29,89
13811,Female,1,0.99,0.99,Antithrombotics at discharge,7,18
13811,Male,1,0.99,0.99,Antithrombotics at discharge,3,8
13811,Female,1,0.97,0.97,Anticoagulation for AF at discharge,4,12
13811,Male,1,0.97,0.97,Anticoagulation for AF at discharge,1,2
13811,Female,1,0.98,0.97,Statins at Discharge,2,2
13811,Male,1,0.99,0.98,Statins at Discharge,17,17
13811,Female,1,0.97,0.98,Smoking Cessation Counseling,21,21
13811,Male,1,0.98,0.97,Smoking Cessation Counseling,3,3
13811,Female,1,0.94,0.93,Defect Free Care,109,110
13811,Male,0.94,0.94,0.93,Defect Free Care,23,23
13811,Female,1,0.68,0.52,Door To Needle Time Within 60 Minutes,3,3
13811,Male,1,0.66,0.56,Door To Needle Time Within 60 Minutes,138,138
13811,Female,0.38,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),22,22
13811,Male,0.33,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),3,3
13811,Female,0.46,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,121,121
13811,Male,0.47,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
13815,Female,1,0.98,0.98,Early Antithrombotics (2 days),28,28
13815,Male,1,0.97,0.98,Early Antithrombotics (2 days),16,16
13815,Female,0.97,0.97,0.98,VTE Prophylaxis,2,2
13815,Male,0.96,0.97,0.98,VTE Prophylaxis,92,93
13815,Female,1,0.99,0.99,Antithrombotics at discharge,5,5
13815,Male,1,0.99,0.99,Antithrombotics at discharge,14,14
13815,Female,1,0.97,0.97,Anticoagulation for AF at discharge,23,23
13815,Male,1,0.97,0.97,Anticoagulation for AF at discharge,3,3
13815,Female,0.95,0.98,0.97,Statins at Discharge,137,139
13815,Male,0.93,0.99,0.98,Statins at Discharge,1,2
13815,Male,1,0.98,0.97,Smoking Cessation Counseling,18,22
13815,Female,0.94,0.94,0.93,Defect Free Care,11,20
13815,Male,0.92,0.94,0.93,Defect Free Care,3,3
13815,Female,0.11,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),86,123
13815,Male,0.21,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),2,2
13819,Female,0.96,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,20,41
13819,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,6,6
13819,Female,1,0.98,0.98,Early Antithrombotics (2 days),86,88
13819,Male,1,0.97,0.98,Early Antithrombotics (2 days),16,17
13819,Female,0.99,0.97,0.98,VTE Prophylaxis,257,262
13819,Male,1,0.97,0.98,VTE Prophylaxis,11,11
13819,Female,1,0.99,0.99,Antithrombotics at discharge,22,25
13819,Male,1,0.99,0.99,Antithrombotics at discharge,384,396
13819,Female,1,0.97,0.97,Anticoagulation for AF at discharge,13,13
13819,Male,1,0.97,0.97,Anticoagulation for AF at discharge,16,16
13819,Female,1,0.98,0.97,Statins at Discharge,316,320
13819,Male,1,0.99,0.98,Statins at Discharge,12,12
13819,Female,1,0.97,0.98,Smoking Cessation Counseling,2,3
13819,Male,1,0.98,0.97,Smoking Cessation Counseling,52,55
13819,Female,0.99,0.94,0.93,Defect Free Care,2,2
13819,Male,1,0.94,0.93,Defect Free Care,16,16
13819,Female,0.84,0.68,0.52,Door To Needle Time Within 60 Minutes,278,280
13819,Male,0.79,0.66,0.56,Door To Needle Time Within 60 Minutes,10,10
13819,Female,0.72,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),2,2
13819,Male,0.75,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),40,43
13819,Female,0.46,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
13819,Male,0.44,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,21,25
13862,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,368,397
13862,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,13,13
13862,Female,0.94,0.98,0.98,Early Antithrombotics (2 days),5,6
13862,Male,0.9,0.97,0.98,Early Antithrombotics (2 days),88,98
13862,Female,0.97,0.97,0.98,VTE Prophylaxis,2,2
13862,Male,0.97,0.97,0.98,VTE Prophylaxis,13,24
13862,Female,0.97,0.99,0.99,Antithrombotics at discharge,212,362
13862,Male,0.98,0.99,0.99,Antithrombotics at discharge,7,11
13862,Female,1,0.97,0.97,Anticoagulation for AF at discharge,6,10
13862,Male,1,0.97,0.97,Anticoagulation for AF at discharge,94,166
13862,Female,0.96,0.98,0.97,Statins at Discharge,1,5
13862,Male,0.96,0.99,0.98,Statins at Discharge,2,2
13862,Female,0.88,0.97,0.98,Smoking Cessation Counseling,3,3
13862,Male,1,0.98,0.97,Smoking Cessation Counseling,7,7
13862,Female,0.88,0.94,0.93,Defect Free Care,24,24
13862,Male,0.88,0.94,0.93,Defect Free Care,12,12
13862,Male,0.33,0.66,0.56,Door To Needle Time Within 60 Minutes,52,53
13862,Female,0.21,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),28,28
13862,Male,0.15,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),18,19
13862,Female,0.2,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,65,67
13862,Male,0.25,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,25,25
14462,Male,0.83,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,15,15
14462,Female,0.96,0.97,0.98,Early Antithrombotics (2 days),63,63
14462,Male,0.95,0.98,0.98,Early Antithrombotics (2 days),4,4
14462,Female,0.98,0.98,0.98,VTE Prophylaxis,9,9
14462,Male,0.98,0.97,0.98,VTE Prophylaxis,20,20
14462,Female,0.98,0.99,0.99,Antithrombotics at discharge,12,12
14462,Male,1,0.99,0.99,Antithrombotics at discharge,51,51
14462,Female,0.94,0.97,0.97,Anticoagulation for AF at discharge,2,2
14462,Male,0.91,0.98,0.97,Anticoagulation for AF at discharge,4,4
14462,Female,0.96,0.96,0.97,Statins at Discharge,28,28
14462,Male,0.99,0.98,0.98,Statins at Discharge,18,19
14462,Female,0.92,0.99,0.98,Smoking Cessation Counseling,64,67
14462,Male,0.91,0.99,0.97,Smoking Cessation Counseling,2,2
14462,Female,0.9,0.92,0.93,Defect Free Care,4,4
14462,Male,0.9,0.93,0.93,Defect Free Care,8,8
14462,Male,0.25,0.43,0.56,Door To Needle Time Within 60 Minutes,8,24
14462,Female,0.12,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),5,14
14462,Male,0.14,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),17,47
14462,Female,0.06,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,3
14462,Male,0.32,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,6
14562,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,8,21
14562,Male,0.75,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
14562,Female,0.97,0.97,0.98,Early Antithrombotics (2 days),44,44
14562,Male,1,0.98,0.98,Early Antithrombotics (2 days),2,2
14562,Female,1,0.98,0.98,VTE Prophylaxis,2,2
14562,Male,0.97,0.97,0.98,VTE Prophylaxis,52,54
14562,Female,1,0.99,0.99,Antithrombotics at discharge,2,2
14562,Male,1,0.99,0.99,Antithrombotics at discharge,2,2
14562,Female,1,0.97,0.97,Anticoagulation for AF at discharge,40,40
14562,Male,0.86,0.98,0.97,Anticoagulation for AF at discharge,2,2
14562,Female,1,0.96,0.97,Statins at Discharge,5,5
14562,Male,1,0.98,0.98,Statins at Discharge,2,2
14562,Female,1,0.99,0.98,Smoking Cessation Counseling,29,31
14562,Male,1,0.99,0.97,Smoking Cessation Counseling,1,1
14562,Female,0.98,0.92,0.93,Defect Free Care,1,1
14562,Male,0.91,0.93,0.93,Defect Free Care,2,2
14562,Female,0.8,0.31,0.52,Door To Needle Time Within 60 Minutes,50,54
14562,Male,0.67,0.43,0.56,Door To Needle Time Within 60 Minutes,2,2
14562,Female,0.21,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),1,1
14562,Male,0.38,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),4,31
14562,Female,0.31,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
14562,Male,0.33,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,39,40
14842,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,26,26
14842,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,16,16
14842,Female,0.99,0.97,0.98,Early Antithrombotics (2 days),240,240
14842,Male,0.99,0.98,0.98,Early Antithrombotics (2 days),38,38
14842,Female,1,0.98,0.98,VTE Prophylaxis,16,16
14842,Male,1,0.97,0.98,VTE Prophylaxis,313,314
14842,Female,1,0.99,0.99,Antithrombotics at discharge,33,33
14842,Male,1,0.99,0.99,Antithrombotics at discharge,15,15
14842,Female,1,0.97,0.97,Anticoagulation for AF at discharge,271,271
14842,Male,1,0.98,0.97,Anticoagulation for AF at discharge,5,5
14842,Female,1,0.96,0.97,Statins at Discharge,1,1
14842,Male,1,0.98,0.98,Statins at Discharge,66,66
14842,Female,1,0.99,0.98,Smoking Cessation Counseling,25,25
14842,Male,1,0.99,0.97,Smoking Cessation Counseling,12,12
14842,Female,0.99,0.92,0.93,Defect Free Care,220,220
14842,Male,0.99,0.93,0.93,Defect Free Care,4,4
14842,Female,0.38,0.31,0.52,Door To Needle Time Within 60 Minutes,1,1
